0.1	3
0.2	3
0.3	3
0.4	3
0.5	3
0.6	4
0.7	4
0.8	5
0.9	5
1	6
1.1	19
1.2	48
1.3	77
1.4	97
1.5	111
1.6	133
1.7	147
1.8	154
1.9	161
2	167
